#CharNo	Charactor name	Event name	hash-a	hash-p	hash-d	hash-w	sel1	sel1-effect	sel2	sel2-effect	sel3	sel3-effect	sel4	sel4-effect	sel5	sel5-effect
26	[キング・オブ・エメラルド]キングヘイロー(育成)	一流の条件					これからも行先は任せて	パワー+10	なんだか素直だね	賢さ+10	これで私も一流だね	根性+10				
26	[キング・オブ・エメラルド]キングヘイロー(育成)	映画は学びでいっぱいよ					ホラー映画で度胸をつけるとか	スピード+5 根性+5	連続ドラマで壮大な人間模様を学ぶとか	スタミナ+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1311e6e6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	かわいい後輩じゃないか	パワー+10	地獄のコールに付き合う覚悟はあるか…？	根性+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	学力だって一流よ	010191f1f1f10101	aa1311cce6f0ec1f	ffff272727a77bfb	0303f3f3f3f30303	2人は勉強でもいいライバルなんだな	賢さ+10 スキルPt+15	実際どっちが上なんだ？	「外差し準備」ヒントLv+1						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	甘党の誘惑	0101e1e1e1e10101	aa160fe0e0fbf10e	ffff9f9797977fff	0307e3e7e7e70303	糖分摂り過ぎじゃないか？	体力+10 スキルPt+5	みんなから親しまれてるんだな！	体力+30 スキルPt+10 ランダムで「太り気味」						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	三人寄れば一流の知恵	0199f9f9f9d90101	a8c83737c727ccc8	ff33b3b3b333efb3	01f979f9f9f90101	グラスワンダーの意見も聞いてみよう	賢さ+10	エルコンドルパサーを信じてみよう	スタミナ+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	私に一番似合う服	8038f8f8f8f88000	cccd3f7a103fc4c0	2fd3e3e3e3a33d57	80f8f8f8f9f98101	その服を着てたくさん勝つぞ！	スピード+10 根性+10	勝負服、似合ってるぞ	パワー+20						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	温かいお茶を差し出す	体力+30	上着を貸す	全ステータス+5	すかさず写真を撮る	スキルpt+35				
26	[キング・オブ・エメラルド]キングヘイロー(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	まずはお正月太りしないウマ娘	根性+10	休息を大事にできるウマ娘に	体力+20	みんなに愛されるウマ娘に	スキルpt+20				
26	[キング・オブ・エメラルド]キングヘイロー(育成)	人混みなんて問題じゃないわ					だったら人混みにのまれないように回ろう	スピード+10	だったら人混みを押しのけて回ろう	パワー+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	走るだけがすべてではないのよ					走る以外のトレーニングに専念しよう！	スタミナ+20	ドジしちゃった？	スピード+10 パワー+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	わかった、やろう！	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	一流なら引き際も大事にしないと	体力+5						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	放課後サイダー	0101c1e1e1c10101	aa070ff8e2e1f80e	ffff0b8b8b1bfffb	0307e3e3f3e30303	スペシャルウィークの意見も聞こう！	根性+10	セイウンスカイの言った右にしよう！	スピード+10						
26	[キング・オブ・エメラルド]キングヘイロー(育成)	門限破りは二流よ					バレないように寮へ戻ろう	根性+5 賢さ+5	正当な理由を探そう	スピード+5 パワー+5						
27	[ワイルドトップギア]ウオッカ(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
27	[ワイルドトップギア]ウオッカ(育成)	お大事に！	0101c1c1c1c10101	aa020ffdf8e7f004	ff7f9f9f9f977fff	0307c7e7e7c70703	本当に大丈夫ならやろうか	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	下	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
27	[ワイルドトップギア]ウオッカ(育成)	カッコ良さの基準	010171f1f1f10101	aa1c39c2cff9c01d	ff7fa7e7e7e77bbb	030773f3f3f30303	いつもの！	賢さ+10	コーヒーをブラックで	根性+10						
27	[ワイルドトップギア]ウオッカ(育成)	クール・アンド・ヒート					冴えてる走りを見せてあげよう！	スピード+20 ランダムで「練習上手〇」	勝敗がつけば手っ取り早いけど…	スピード+10 パワー+10 ランダムで「練習上手〇」						
27	[ワイルドトップギア]ウオッカ(育成)	たまにはガキの頃みたく	010171f9f9f90101	aa1733c8cff3c806	f75fa373e3b35fef	0103f9fbf9f90303	ここは鬼ごっこだろう！	スピード+10	ジャングルジムはどうだ？	パワー+10						
27	[ワイルドトップギア]ウオッカ(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	フィットネスバイクなんかどうなんだろう	根性+10	走り込みが1番だろう	スタミナ+10						
27	[ワイルドトップギア]ウオッカ(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	ああ、今夜は盛大に乾杯しよう！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	次のレースでも魅せてくれ！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
27	[ワイルドトップギア]ウオッカ(育成)	レース入着	010161e1e1610101	aa1c1ef3f801e13e	ff7fdfdf97d77fbb	030763e3e7e70707	充分カッコよかったぞ！	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	次こそ1着を取ろう	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
27	[ワイルドトップギア]ウオッカ(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	また頑張りなおせばいいんだよ	体力-25 ランダム1種+3～5 スキル+10～25	でもこれで終わりじゃないだろ？	体力-15～35 ランダム1種+4 スキルpt+10～25						
27	[ワイルドトップギア]ウオッカ(育成)	乙名史記者の徹底取材	0101f9f9f9f90101	a81733ccc8f0cc3f	f7ffb3a3e3a39fff	0103f9f9f9f90303	上	確認中	下	確認中						
27	[ワイルドトップギア]ウオッカ(育成)	俺的ダチ道	00816171f1718101	e23f3ff8c0c1003f	3f3fcfcb8faf3f3f	8183f373f3738303	俺たちなら走りで勝負･･････だろ？	スピード+20	ハートで殴り合おう！	根性+20						
27	[ワイルドトップギア]ウオッカ(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111eee6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	ベビーカステラ	パワー+10	くじ引き	根性+10						
27	[ワイルドトップギア]ウオッカ(育成)	河川敷でガチバトル！	0101e1f1f9f10101	aa0313dccce3f81e	df7f83832393dbff	0103f1fbf9f90303	石を選び抜こう	賢さ+10 スキルPt+15	回転がカギだぞ	「ギアシフト」ヒントLv+1						
27	[ワイルドトップギア]ウオッカ(育成)	甘くなれない素直さ	0101f1f1f1f10101	aa1a33c6c4fccc33	ffdb27a7e7e73bdf	0303f3f3f3f30303	いや、あの量はキツイかな……	体力+10 スキルPt+5	ああ、おいしそうだ！	体力+30 スキルPt+10 ランダムで「太り気味」						
27	[ワイルドトップギア]ウオッカ(育成)	寄り道しようぜ	0101f1f1f1f10101	aa1c1bc3ecdce131	ffffa72787c7bffb	0303f3f3f3f30303	今日は潔く諦めよう	スピード+10	シックスセンスを目覚めさせろ！	体力+5 やる気+1						
27	[ワイルドトップギア]ウオッカ(育成)	響け、熱いサウンド！					やっぱりギターかな	スピード+10	ドラムが最高！	スタミナ+10						
27	[ワイルドトップギア]ウオッカ(育成)	硬派な甘さ	0101c1e1c1c10101	aa160ff0f0e3f01e	ffff1f9717975ffb	0307c3e3e7e70707	食べたいから付き合ってくれる？	体力+5	ケバブにしようか	パワー+10						
27	[ワイルドトップギア]ウオッカ(育成)	初詣	0101818181810303	aa0201fcff70fe03	ffff3f3f3f3fffff	07078f8f87870f0f	ガソリンたくさん	体力+30	大排気量	全ステータス+5	サイドカー付き	スキルpt+35				
27	[ワイルドトップギア]ウオッカ(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	福娘獲得	スピード+10	二輪三昧	体力+20	猿人全解	スキルPt+20				
27	[ワイルドトップギア]ウオッカ(育成)	挑め、“宿命”	0101e1e1e1e10101	ab041cf9f3c1e31c	ffbf4b4b5f5fff7b	0307e3e3e3e30303	姫を取り合うライバル騎士	スタミナ+10	補習への道を阻む敵幹部	スピード+10						
27	[ワイルドトップギア]ウオッカ(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	もうひとっ走りしようか！	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	それは行き過ぎかと……	体力+5						
27	[ワイルドトップギア]ウオッカ(育成)	憧れヴィンテージ					欲しいものは力ずくで･･････	パワー+20	手持ちを粘り強く着込めば…	スタミナ+20						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	１番は見逃せない！	0101e1f1f1f10101	aa1f1fe0e6e3e018	ff7f87c787875bfb	0303f3f3f3f30303	今はレースでの“1番”のため、我慢だ！	体力+10  スキルPt+5	思いっきり食べて“1番”を掴もう！	体力+30  スキルPt+10  ランダムでスピード-5  ランダムで「太り気味」						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	アイツの存在					『オークス』を選ぶ	パワー+5	『日本ダービー』を選ぶ	パワー+5 目標が「日本ダービー」に						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	あの服が似合う自分	0080f87878788000	cb7e3e8181cec03e	3f3f43c3c3d33f3f	8181fbfb79798301	それだけあの勝負服が好きなんだな	スピード+20	大事なのは、自分自身のあり方だ	根性+20						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	おススメのお店	0101e1f1f1f10101	aa1c18e7e31fe618	ffff6b4b4b4b7f9f	0303f3f3f3f30303	満腹感を覚える前に一気に食べ切ろう……！	スピード+5  パワー+5	野菜から順番に、確実に攻めよう……！	やる気+1  根性+5						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	お大事に！	0101c1c1c1c10101	aa060ff8f8e3f00e	ff7f9f979f9f7ffb	0307c3e3e7c70707	危ないから今日はもう休もう	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	これから気を付ければいいだけ	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	もっと限界になるまで踊り続けてみよう	根性+10	もっと指先の表現を意識してみよう	スピード+10						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	ついつい着たくなる！	0080987c7c7c8000	cb7e3e8180dc813f	3f3f29e1e9eb2f1f	8181bdfd7d7d8101	とっても似合ってるよ	スタミナ+10 賢さ+10	むしろ着たところを見せたいのかと思ってた	スピード+10 根性+10 ランダムで「注目株」						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	もうちょっとだけ					…何か美味しいもの食べに行こうか！	スキルPt+30	心配してくれてありがとう	パワー+10						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	君が誰よりも1番だ！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	さらにすごい1番を目指そう！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	レース入着	010161e1e1610101	aa1c1ef3f801e13e	ff7fdfdf97d77fbb	030763e3e7e70707	上	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	下	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	次こそ、頑張ろう！	体力-25 ランダム1種+3～5 スキル+10～25	帰ってすぐトレーニングだ！	体力-15～35 ランダム1種+4 スキルpt+10～25						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	一番星の下で					必ずなれるさ	スキルPt+30	自分の中ではもう1番だ	スピード+5 スタミナ+5	一番星にしてみせる	パワー+10				
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	雨に降られて	0101e1e1e1e10101	aa160ef0e1e7f21c	ffff0f8b9b8bbffb	0307e3e3e3e30303	いっそ、走って帰ろっか	根性+10	ここで雨宿りしていこう	賢さ+10						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1311e6e6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	手伝うよ	パワー+10	お母さんみたい……	根性+10						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	楽しめ！　１番！	0101b1f1f1f10101	aa1311fce607ee19	ffbf6b2b2b2bfffb	0303f3f3f3f30303	他を楽しもう	スタミナ+10  スキルPt+15	1番、諦める？	「負けん気」ヒントLv+1						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	休日の過ごし方	01e1e1e1e1e10101	eae21d0b381ce3e3	7f8b8b8b8bcb3ffb	03e3f3f3e1f10303	インドアでまったり	体力+10	アウトドアでアクティブに過ごす	やる気+1  賢さ+5						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	最高のポーズ	0081e17171718101	e27f3f8080f8c03f	3f3f07c7c7873f7f	8183f3f373738303	1番をビシッとアピールする感じで	スタミナ+10 パワー+10	いつもの『ふふん♪』で行こう	賢さ+20						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	まずはここで栄養補給を……	体力+30	基礎から鍛え直す！	全ステータス+5	技術を磨こう！	スキルpt+35				
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	対策を練らないとね	賢さ+10	休憩も大事だよ	体力+20	しっかりデータをとるよ	スキルPt+20				
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	先輩のアドバイス	0101f1f1f1d10101	aa0319fce3e1fc03	ff7f270707275bff	0303f3f3f3f30303	今日は素直で話が早いね	スピード+10	とりあえずダートで走ろう！	パワー+10						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	追加メニューも考えておいたぞ	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	走る量も大事だが、質も大切だ	体力+5						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	番は見逃せない！					今はレースでの“1番”のため、我慢だ！	体力+10 スキルPt+5	思いっきり食べて“1番”を掴もう！	体力+30 スキルPt+10 ランダムでスピード-5 ランダムで「太り気味」						
28	[トップ・オブ・ブルー]ダイワスカーレット(育成)	優等生としては……	0101e1f1f1e10101	aa1e11e0fce2e71c	fff72b27270bb77b	0303e3f3fbf30303	トレーニングの一環ってことにしよう！	賢さ+10	そんなに問題か？	スキルPt+30						
29	[ストレート・ライン]メジロライアン(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
29	[ストレート・ライン]メジロライアン(育成)	ウマドルの小さなファンたち	010111fdfd7d0101	aa7c2dc2c2dedc21	fbfb2569c9e92ffb	010175fdfdfd0303	筋トレだと思おう！	パワー+10	笑顔で可愛く！	賢さ+10						
29	[ストレート・ライン]メジロライアン(育成)	お大事に！	0101c1c1c1c10101	aa060ff8f8e3f00e	ff7f9f979f9f7ffb	0307c3e3e7c70707	念のため、今日は休もうか	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	気を引き締めよう	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
29	[ストレート・ライン]メジロライアン(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	レッツ・マッスル！	パワー+10	もう筋トレは十分じゃ……？	スピード+10						
29	[ストレート・ライン]メジロライアン(育成)	ドキドキ水族館	0080d0f8f8f88000	ecff33ccc0018c73	373f37e7e7b73f3f	8181f9f9f9f98101	冷たいものでも飲もうか	パワー+10 賢さ+10	水槽に集中しよう	スタミナ+10 賢さ+10						
29	[ストレート・ライン]メジロライアン(育成)	はやる気持ち					その前に日取りを決めないとな	賢さ+10	次も楽しくなりそうだな	スピード+10						
29	[ストレート・ライン]メジロライアン(育成)	ポニー少女とオオカミ王子	01010dfdfdf90101	ab1634c3c4dedb30	fbb75961d95bbf77	01019dfffdfd0103	それなら俺も観てみようかな	体力+5  スタミナ+5	もうそろそろ始まっちゃうんじゃない？	体力+5  スピード+5						
29	[ストレート・ライン]メジロライアン(育成)	マッスル・ジェラシー	010111f9f9f10101	aa1f33c0c97ee611	bffba72393a75bfb	030353fbfbf30303	更に限界まで鍛えよう！	根性+10	まずは理論を教えてあげよう！	賢さ+10						
29	[ストレート・ライン]メジロライアン(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	おめでとうっ！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	まだまだこれからだっ！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
29	[ストレート・ライン]メジロライアン(育成)	レース入着	010161e1e1610101	aa1c1ef3f801e13e	ff7fdfdf97d77fbb	030763e3e7e70707	力強い走りだった	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	負けないようもっと鍛えないとな	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
29	[ストレート・ライン]メジロライアン(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	上	体力-25 ランダム1種+3～5 スキル+10～25	下	体力-15～35 ランダム1種+4 スキルpt+10～25						
29	[ストレート・ライン]メジロライアン(育成)	乙名史記者の徹底取材	0101f1f9f9f90101	e81733ccc8f0cc37	f77fb3b3e3a39b7f	0103f9fbf9f90303	上	確認中	下	確認中						
29	[ストレート・ライン]メジロライアン(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111eee6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	正しい知識を学ぶ	パワー+10	余計なことを言わない	根性+10						
29	[ストレート・ライン]メジロライアン(育成)	筋肉の休息日	0101e1e1e1e10101	aa141cf3f0c3e31e	ffbf4b8b0b4b6fbb	0307e3e3e3e30303	半分もらおうか？	体力+10  スキルpt+5	自分でとったなら食べなきゃな	体力+30 スキルpt+10 ランダムでスピード-5 ランダムで「太り気味」						
29	[ストレート・ライン]メジロライアン(育成)	周りから見た勝負服姿	0080dcfcfc7c8000	db7f36c9c100807f	3b3f39f1b9b93f3f	0080fdfdfdfd8101	魅力というのは積み重ねだ	根性+20	君は十分に憧れの存在なんだ	スピード+20						
29	[ストレート・ライン]メジロライアン(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	恋愛克服	体力+30	本願発見	全ステータス+5	筋肉革命	スキルpt+35				
29	[ストレート・ライン]メジロライアン(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	大恋愛する	パワー+10	大風呂敷を広げる	体力+20	大局観を持つ	スキルpt+20				
29	[ストレート・ライン]メジロライアン(育成)	積み上げた本当のこと	0101b1f9f1f90101	aa1331ccc7c1cd3e	ffbf63436323bb7f	0103f3fbfbf90103	貴方の力を見せてあげよう！	パワー+10  スキルpt+15	雨なんて吹き飛ばしてあげよう！	「道悪○」ヒントLv+1						
29	[ストレート・ライン]メジロライアン(育成)	息詰まる息抜き					大丈夫、似合ってるよ	スタミナ+10	気づけなくてごめん	パワー+10						
29	[ストレート・ライン]メジロライアン(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	レッツ・マッスル！	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	休みたくて叫んでるかも…！	体力+5						
29	[ストレート・ライン]メジロライアン(育成)	本当の爽やかさ	0080f0f0f0f08000	ee7f3bc1c004813f	3f3f47e7c7c73f3f	8181f3fbf9f18301	演技じゃなくて本物を見せるとか	スタミナ+20 ランダムで「注目株」	もっと躍動感を見せてみるとか	パワー+20 ランダムで「注目株」						
29	[ストレート・ライン]メジロライアン(育成)	頼れる助っ人、登場！					人気者なんだな	パワー+10	トレーナーとして誇らしいぞ！	根性+10						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
30	[サクラ、すすめ！]サクラバクシンオー(育成)	お大事に！	0101c1c1c1c10101	aa060ff9f8e3f006	ff7f9f9f9f977fff	0307c7e7e7c70703	いや、ダメだからな	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	下	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	クラスメイトとバクシン！					スタミナをつけてバクシンしよう！	スピード+5 賢さ+5	バクシンするにもタイミングがある	パワー+5 根性+5						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	これからもバクシン！					楽しい走りを	スピード+10	まっすぐな歌を	根性+5 賢さ+5	元気なエールを	パワー+10				
30	[サクラ、すすめ！]サクラバクシンオー(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	聞くより実践が1番！	根性+10	よし、聞いてこよう	賢さ+10						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	バクシン的な謎解き！	0131f9f1f1310101	aecc31336331cdc6	ff6363e7e7e31ff7	01bbf9f9f9390103	ナカヤマフェスタから聞き出す！	根性+10  スキルpt+15	中山レース場に行けばわかる？	「中山レース場○」ヒントLv+1						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	マクラノバクシン！	0101e1f1f1f10101	aa531904e4ffc719	ffff4707a7e7bbfb	0303f3f3f3f30303	褒めて勉強を促す	賢さ+10	復習の機会を設ける	スタミナ+10						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	手本になる走りだった！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	まだまだ！渇ッ！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	レース入着	010161e1e1610303	aa1e1ef3f900e13c	ff7fdfdf97d77fbf	030767e7e7e70303	バクシンオーもよく頑張ってた！	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	それでいいのか？	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	失敗は悪いことじゃない	体力-25 ランダム1種+3～5 スキル+10～25	学級委員長しっかり！	体力-15～35 ランダム1種+4 スキルpt+10～25						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	委員長のいない日	0080e8f8f8f88000	e97f3fc0c001c13f	3f2f939393d31b2f	8181f9f9f9f98101	寮に帰らないとダメだ	スピード+20	みんなを心配させてもいいのか？	パワー+20						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111eee6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	森で丸太を持ち上げる！	パワー+10	海で限界まで泳ぐ！	根性+10						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	求む、生徒の声！！	0101b1f1f1f10101	aa1c18e3c7c8e71e	ffbf47474747977b	0303f3f3f3f30303	仕方がないので力ずくで撤収させる	体力-10  スタミナ+10  パワー+10	超特急で許可をもらうよう勧める	スピード+10						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	最高のバクシン！					でも彼女は嬉しそうだったぞ	賢さ+10	しっかりしろ、学級委員長！	スタミナ+5 根性+5						
30	[サクラ、すすめ！]サクラバクシンオー(育成)	最速の王	0101c1c1c1c10101	aa0707f8f8e1f807	bfff1f1f1f1f7ffb	0707c7c7c7c70707	今日は観察に徹しようか	パワー+5 賢さ+5	脳内でレースするとか	スタミナ+10						
